subject_ids,classifications,workflow_id,workflow_version,file-name,advance,flag
13291962,5,427,6.20,,advance,1
13291963,5,427,6.20,,advance,1
13291964,5,427,6.20,,advance,1
13291965,5,427,6.20,,advance,1
13291966,5,427,6.20,,advance,1
13291967,5,427,6.20,,advance,1
13291968,5,427,6.20,,advance,1
13291969,5,427,6.20,,advance,1
13291970,5,427,6.20,,advance,1
13291971,5,427,6.20,,advance,1
13291972,5,427,6.20,,advance,1
13291973,5,427,6.20,,advance,1
13291974,5,427,6.20,,advance,1
13291975,5,427,6.20,,advance,1
13291976,5,427,6.20,,advance,1
13291977,5,427,6.20,,advance,1
13291978,5,427,6.20,,advance,1
13291979,5,427,6.20,,advance,1
13291980,5,427,6.20,,advance,1
13291981,5,427,6.20,,advance,1
13291982,5,427,6.20,,advance,1
13291983,5,427,6.20,,advance,1
13291984,5,427,6.20,,advance,1
13291985,5,427,6.20,,advance,1
13291986,5,427,6.20,,advance,1
13291987,5,427,6.20,,advance,1
13291988,5,427,6.20,,advance,1
13291989,5,427,6.20,,advance,1
13291990,5,427,6.20,,advance,1
13291991,5,427,6.20,,advance,1
13291992,5,427,6.20,,advance,1
13291993,5,427,6.20,,advance,1
13291994,5,427,6.20,,retire,0
13291995,6,427,6.20,,advance,1
13291996,5,427,6.20,,advance,1
13291997,5,427,6.20,,advance,1
13291998,5,427,6.20,,advance,1
13291999,5,427,6.20,,advance,1
13292000,5,427,6.20,,advance,1
13292001,5,427,6.20,,advance,1
13292002,5,427,6.20,,advance,1
13292003,5,427,6.20,,advance,1
13292004,5,427,6.20,,retire,0
13292005,5,427,6.20,,advance,1
13292006,6,427,6.20,,advance,1
13292007,5,427,6.20,,advance,1
13292008,5,427,6.20,,advance,1
13292009,5,427,6.20,,advance,1
13292010,5,427,6.20,,advance,1
13292011,5,427,6.20,,advance,1
13292012,5,427,6.20,,advance,1
13292013,5,427,6.20,,advance,1
13292014,5,427,6.20,,advance,1
13292015,5,427,6.20,,advance,1
13292016,5,427,6.20,,advance,1
13292017,5,427,6.20,,advance,1
13292018,5,427,6.20,,advance,1
13292019,5,427,6.20,,advance,1
13292020,5,427,6.20,,advance,1
13292021,5,427,6.20,,advance,1
13292022,5,427,6.20,,advance,1
13292023,5,427,6.20,,advance,1
13292024,5,427,6.20,,advance,1
13292025,5,427,6.20,,advance,1
13292026,5,427,6.20,,advance,1
13292027,5,427,6.20,,advance,1
13292028,5,427,6.20,,advance,1
13292029,5,427,6.20,,advance,1
13292030,5,427,6.20,,advance,1
13292031,5,427,6.20,,advance,1
13292032,5,427,6.20,,advance,1
13292033,5,427,6.20,,advance,1
13292034,5,427,6.20,,advance,1
13292035,5,427,6.20,,advance,1
13292036,5,427,6.20,,advance,1
13292037,5,427,6.20,,advance,1
13292038,5,427,6.20,,advance,1
13292039,5,427,6.20,,advance,1
13292040,5,427,6.20,,retire,0
13292041,5,427,6.20,,advance,1
13292042,5,427,6.20,,retire,0
13292043,5,427,6.20,,retire,0
13292044,5,427,6.20,,retire,0
13292045,5,427,6.20,,advance,1
13292046,5,427,6.20,,advance,1
13292047,5,427,6.20,,advance,1
13292048,5,427,6.20,,advance,1
13292049,5,427,6.20,,advance,1
13292050,5,427,6.20,,advance,1
13292051,5,427,6.20,,advance,1
13292052,5,427,6.20,,advance,1
13292053,5,427,6.20,,advance,1
13292054,5,427,6.20,,advance,1
13292055,5,427,6.20,,advance,1
13292056,5,427,6.20,,advance,1
13292057,5,427,6.20,,advance,1
13292058,5,427,6.20,,advance,1
13292059,5,427,6.20,,advance,1
13292060,5,427,6.20,,retire,0
13292061,5,427,6.20,,advance,1
13292062,5,427,6.20,,advance,1
13292063,5,427,6.20,,advance,1
13292064,5,427,6.20,,advance,1
13292065,5,427,6.20,,retire,0
13292066,5,427,6.20,,advance,1
13292067,5,427,6.20,,advance,1
13292068,5,427,6.20,,advance,1
13292069,5,427,6.20,,advance,1
13292070,5,427,6.20,,retire,0
13292071,5,427,6.20,,advance,1
13292072,5,427,6.20,,advance,1
13292073,5,427,6.20,,retire,0
13292074,5,427,6.20,,advance,1
13292075,5,427,6.20,,advance,1
13292076,5,427,6.20,,advance,1
13292077,5,427,6.20,,advance,1
13292078,5,427,6.20,,advance,1
13292079,5,427,6.20,,advance,1
13292080,5,427,6.20,,advance,1
13292081,5,427,6.20,,advance,1
13292082,5,427,6.20,,advance,1
13292083,5,427,6.20,,advance,1
13292084,5,427,6.20,,advance,1
13292085,5,427,6.20,,advance,1
13292086,5,427,6.20,,advance,1
13292087,5,427,6.20,,advance,1
13292088,5,427,6.20,,advance,1
13292089,5,427,6.20,,advance,1
13292090,5,427,6.20,,advance,1
13292091,5,427,6.20,,advance,1
13292092,5,427,6.20,,advance,1
13292093,5,427,6.20,,advance,1
13292094,5,427,6.20,,advance,1
13292095,5,427,6.20,,advance,1
13292096,5,427,6.20,,advance,1
13292097,5,427,6.20,,advance,1
13292098,5,427,6.20,,advance,1
13292099,5,427,6.20,,advance,1
13292100,5,427,6.20,,advance,1
13292101,5,427,6.20,,advance,1
13292102,5,427,6.20,,advance,1
13292103,5,427,6.20,,advance,1
13292104,5,427,6.20,,advance,1
13292105,5,427,6.20,,advance,1
13292106,5,427,6.20,,advance,1
13292107,5,427,6.20,,advance,1
13292108,5,427,6.20,,advance,1
13292109,5,427,6.20,,advance,1
13292110,5,427,6.20,,advance,1
13292111,5,427,6.20,,advance,1
13292112,5,427,6.20,,advance,1
13292113,5,427,6.20,,advance,1
13292114,5,427,6.20,,retire,0
13292115,5,427,6.20,,retire,0
13292116,5,427,6.20,,advance,1
13292117,5,427,6.20,,advance,1
13292118,5,427,6.20,,advance,1
13292119,5,427,6.20,,advance,1
13292120,5,427,6.20,,advance,1
13292121,5,427,6.20,,advance,1
13292122,5,427,6.20,,advance,1
13292123,5,427,6.20,,retire,0
13292124,5,427,6.20,,advance,1
13292125,5,427,6.20,,advance,1
13292126,5,427,6.20,,advance,1
13292127,5,427,6.20,,advance,1
13292128,5,427,6.20,,advance,1
13292129,5,427,6.20,,advance,1
13292130,5,427,6.20,,advance,1
13292131,5,427,6.20,,advance,1
13292132,5,427,6.20,,advance,1
13292133,5,427,6.20,,advance,1
13292134,5,427,6.20,,advance,1
13292135,5,427,6.20,,advance,1
13292136,5,427,6.20,,advance,1
13292137,5,427,6.20,,advance,1
13292138,5,427,6.20,,advance,1
13292139,5,427,6.20,,advance,1
13292140,5,427,6.20,,advance,1
13292141,5,427,6.20,,advance,1
13292142,5,427,6.20,,advance,1
13292143,5,427,6.20,,advance,1
13292144,5,427,6.20,,advance,1
13292145,5,427,6.20,,advance,1
13292146,5,427,6.20,,advance,1
13292147,5,427,6.20,,advance,1
13292148,5,427,6.20,,advance,1
13292149,5,427,6.20,,advance,1
13292150,5,427,6.20,,advance,1
13292151,5,427,6.20,,advance,1
13292152,5,427,6.20,,advance,1
13292153,5,427,6.20,,advance,1
13292154,5,427,6.20,,advance,1
13292155,5,427,6.20,,advance,1
13292156,5,427,6.20,,advance,1
13292157,5,427,6.20,,advance,1
13292158,5,427,6.20,,advance,1
13292159,5,427,6.20,,advance,1
13292160,5,427,6.20,,advance,1
13292161,5,427,6.20,,advance,1
13292162,5,427,6.20,,retire,0
13292163,5,427,6.20,,retire,0
13292164,5,427,6.20,,advance,1
13292165,5,427,6.20,,advance,1
13292166,5,427,6.20,,advance,1
13292167,5,427,6.20,,advance,1
13292168,5,427,6.20,,advance,1
13292169,5,427,6.20,,advance,1
13292170,5,427,6.20,,advance,1
13292171,5,427,6.20,,advance,1
13292172,5,427,6.20,,advance,1
13292173,5,427,6.20,,advance,1
13292174,5,427,6.20,,advance,1
13292175,5,427,6.20,,advance,1
13292176,5,427,6.20,,advance,1
13292177,5,427,6.20,,advance,1
13292178,5,427,6.20,,advance,1
13292179,5,427,6.20,,advance,1
13292180,5,427,6.20,,advance,1
13292181,5,427,6.20,,advance,1
13292182,5,427,6.20,,advance,1
13292183,5,427,6.20,,advance,1
13292184,5,427,6.20,,advance,1
13292185,5,427,6.20,,advance,1
13292186,5,427,6.20,,advance,1
13292187,5,427,6.20,,advance,1
13292188,5,427,6.20,,advance,1
13292189,5,427,6.20,,advance,1
13292190,5,427,6.20,,advance,1
13292191,5,427,6.20,,advance,1
13292192,5,427,6.20,,advance,1
13292193,5,427,6.20,,advance,1
13292194,5,427,6.20,,advance,1
13292195,5,427,6.20,,advance,1
13292196,5,427,6.20,,advance,1
13292197,5,427,6.20,,advance,1
13292198,5,427,6.20,,advance,1
13292199,5,427,6.20,,advance,1
13292200,5,427,6.20,,advance,1
13292201,5,427,6.20,,advance,1
13292202,5,427,6.20,,advance,1
13292203,5,427,6.20,,advance,1
13292204,5,427,6.20,,advance,1
13292205,5,427,6.20,,advance,1
13292206,5,427,6.20,,advance,1
13292207,5,427,6.20,,advance,1
13292208,5,427,6.20,,advance,1
13292209,5,427,6.20,,advance,1
13292210,5,427,6.20,,advance,1
13292211,5,427,6.20,,advance,1
13292212,5,427,6.20,,advance,1
13292213,5,427,6.20,,advance,1
13292214,5,427,6.20,,advance,1
13292215,5,427,6.20,,advance,1
13292216,5,427,6.20,,advance,1
13292217,5,427,6.20,,advance,1
13292218,5,427,6.20,,advance,1
13292219,5,427,6.20,,advance,1
13292220,5,427,6.20,,advance,1
13292221,5,427,6.20,,advance,1
13292222,5,427,6.20,,advance,1
13292223,5,427,6.20,,advance,1
13292224,5,427,6.20,,advance,1
13292225,5,427,6.20,,advance,1
13292226,5,427,6.20,,advance,1
13292227,5,427,6.20,,advance,1
13292228,5,427,6.20,,advance,1
13292229,5,427,6.20,,advance,1
13292230,5,427,6.20,,advance,1
13292231,5,427,6.20,,advance,1
13292232,5,427,6.20,,advance,1
13292233,5,427,6.20,,advance,1
13292234,5,427,6.20,,advance,1
13292235,5,427,6.20,,advance,1
13292236,5,427,6.20,,advance,1
13292237,5,427,6.20,,advance,1
13292238,5,427,6.20,,advance,1
13292239,5,427,6.20,,advance,1
13292240,5,427,6.20,,retire,0
13292241,5,427,6.20,,retire,0
13292242,5,427,6.20,,retire,0
13292243,5,427,6.20,,advance,1
13292244,5,427,6.20,,advance,1
13292245,5,427,6.20,,advance,1
13292246,5,427,6.20,,advance,1
13292247,5,427,6.20,,advance,1
13292248,5,427,6.20,,advance,1
13292249,5,427,6.20,,advance,1
13292250,5,427,6.20,,advance,1
13292251,5,427,6.20,,advance,1
13292252,5,427,6.20,,advance,1
13292253,5,427,6.20,,advance,1
13292254,5,427,6.20,,advance,1
13292255,5,427,6.20,,advance,1
13292256,5,427,6.20,,advance,1
13292257,5,427,6.20,,advance,1
13292258,5,427,6.20,,advance,1
13292259,5,427,6.20,,advance,1
13292260,5,427,6.20,,advance,1
13292261,5,427,6.20,,advance,1
13292262,5,427,6.20,,advance,1
13292263,5,427,6.20,,advance,1
13292264,5,427,6.20,,advance,1
13292265,5,427,6.20,,advance,1
13292266,5,427,6.20,,advance,1
13292267,5,427,6.20,,advance,1
13292268,5,427,6.20,,advance,1
13292269,5,427,6.20,,advance,1
13292270,5,427,6.20,,advance,1
13292271,5,427,6.20,,advance,1
13292272,5,427,6.20,,retire,0
13292273,5,427,6.20,,retire,0
13292274,5,427,6.20,,advance,1
13292275,5,427,6.20,,retire,0
13292276,5,427,6.20,,advance,1
13292277,5,427,6.20,,advance,1
13292278,5,427,6.20,,advance,1
13292279,5,427,6.20,,advance,1
13292280,5,427,6.20,,advance,1
13292281,5,427,6.20,,advance,1
13292282,5,427,6.20,,retire,0
13292283,5,427,6.20,,advance,1
13292284,5,427,6.20,,advance,1
13292285,5,427,6.20,,advance,1
13292286,5,427,6.20,,advance,1
13292287,5,427,6.20,,advance,1
13292288,5,427,6.20,,advance,1
13292289,5,427,6.20,,advance,1
13292290,5,427,6.20,,advance,1
13292291,5,427,6.20,,advance,1
13292292,5,427,6.20,,advance,1
13292293,5,427,6.20,,advance,1
13292294,5,427,6.20,,advance,1
13292295,5,427,6.20,,advance,1
13292296,5,427,6.20,,advance,1
13292297,5,427,6.20,,retire,0
13292298,5,427,6.20,,advance,1
13292299,5,427,6.20,,retire,0
13292300,5,427,6.20,,retire,0
13292301,5,427,6.20,,advance,1
13292302,5,427,6.20,,advance,1
13292303,5,427,6.20,,retire,0
13292304,5,427,6.20,,advance,1
13292305,5,427,6.20,,advance,1
13292306,5,427,6.20,,advance,1
13292307,5,427,6.20,,advance,1
13292308,5,427,6.20,,advance,1
13292309,5,427,6.20,,advance,1
13292310,5,427,6.20,,advance,1
13292311,5,427,6.20,,advance,1
13292312,5,427,6.20,,advance,1
13292313,5,427,6.20,,advance,1
13292314,5,427,6.20,,retire,0
13292315,5,427,6.20,,retire,0
13292316,5,427,6.20,,retire,0
13292317,5,427,6.20,,retire,0
13292318,5,427,6.20,,advance,1
13292319,5,427,6.20,,retire,0
13292320,5,427,6.20,,advance,1
13292321,5,427,6.20,,advance,1
13292322,5,427,6.20,,advance,1
13292323,5,427,6.20,,retire,0
13292324,5,427,6.20,,retire,0
13292325,5,427,6.20,,retire,0
13292326,5,427,6.20,,retire,0
13292327,5,427,6.20,,retire,0
13292328,5,427,6.20,,retire,0
13292329,5,427,6.20,,advance,1
13292330,5,427,6.20,,advance,1
13292331,5,427,6.20,,retire,0
13292332,5,427,6.20,,retire,0
13292333,5,427,6.20,,advance,1
13292334,5,427,6.20,,advance,1
13292335,5,427,6.20,,advance,1
13292336,5,427,6.20,,retire,0
13292337,5,427,6.20,,advance,1
13292338,5,427,6.20,,advance,1
13292339,5,427,6.20,,advance,1
13292340,5,427,6.20,,advance,1
13292341,5,427,6.20,,retire,0
13292342,5,427,6.20,,retire,0
13292343,5,427,6.20,,retire,0
13292344,5,427,6.20,,advance,1
13292345,5,427,6.20,,advance,1
13292346,5,427,6.20,,advance,1
13292347,5,427,6.20,,retire,0
13292348,5,427,6.20,,advance,1
13292349,5,427,6.20,,advance,1
13292350,5,427,6.20,,advance,1
13292351,5,427,6.20,,advance,1
13292352,5,427,6.20,,advance,1
13292353,5,427,6.20,,advance,1
13292354,5,427,6.20,,advance,1
13292355,5,427,6.20,,advance,1
13292356,5,427,6.20,,advance,1
13292357,5,427,6.20,,advance,1
13292358,5,427,6.20,,advance,1
13292359,5,427,6.20,,advance,1
13292360,5,427,6.20,,advance,1
13292361,5,427,6.20,,advance,1
13292362,5,427,6.20,,retire,0
13292363,5,427,6.20,,advance,1
13292364,5,427,6.20,,advance,1
13292365,5,427,6.20,,retire,0
13292366,5,427,6.20,,retire,0
13292367,5,427,6.20,,retire,0
13292368,5,427,6.20,,advance,1
13292369,5,427,6.20,,advance,1
13292370,5,427,6.20,,retire,0
13292371,5,427,6.20,,retire,0
13292372,5,427,6.20,,advance,1
13292373,5,427,6.20,,advance,1
13292374,5,427,6.20,,advance,1
13292375,5,427,6.20,,advance,1
13292376,5,427,6.20,,advance,1
13292377,5,427,6.20,,retire,0
13292378,5,427,6.20,,advance,1
13292379,5,427,6.20,,advance,1
13292380,5,427,6.20,,advance,1
13292381,5,427,6.20,,advance,1
13292382,5,427,6.20,,advance,1
13292383,5,427,6.20,,advance,1
13292384,5,427,6.20,,advance,1
13292385,5,427,6.20,,advance,1
13292386,5,427,6.20,,advance,1
13292387,5,427,6.20,,advance,1
13292388,5,427,6.20,,advance,1
13292389,5,427,6.20,,advance,1
13292390,5,427,6.20,,advance,1
13292391,5,427,6.20,,advance,1
13292392,5,427,6.20,,advance,1
13292393,5,427,6.20,,advance,1
13292394,5,427,6.20,,retire,0
13292395,5,427,6.20,,advance,1
13292396,5,427,6.20,,advance,1
13292397,5,427,6.20,,advance,1
13292398,5,427,6.20,,advance,1
13292399,5,427,6.20,,retire,0
13292400,5,427,6.20,,advance,1
13292401,5,427,6.20,,retire,0
13292402,5,427,6.20,,retire,0
13292403,5,427,6.20,,retire,0
13292404,5,427,6.20,,advance,1
13292405,5,427,6.20,,advance,1
13292406,5,427,6.20,,advance,1
13292407,5,427,6.20,,advance,1
13292408,5,427,6.20,,advance,1
13292409,5,427,6.20,,advance,1
13292410,5,427,6.20,,advance,1
13292411,5,427,6.20,,advance,1
13292412,5,427,6.20,,advance,1
13292413,5,427,6.20,,advance,1
13292414,5,427,6.20,,advance,1
13292415,5,427,6.20,,advance,1
13292416,5,427,6.20,,advance,1
13292417,5,427,6.20,,advance,1
13292418,5,427,6.20,,advance,1
13292419,5,427,6.20,,advance,1
13292420,5,427,6.20,,advance,1
13292421,5,427,6.20,,advance,1
13292422,5,427,6.20,,advance,1
13292423,5,427,6.20,,advance,1
13292424,5,427,6.20,,advance,1
13292425,5,427,6.20,,advance,1
13292426,5,427,6.20,,advance,1
13292427,5,427,6.20,,advance,1
13292428,5,427,6.20,,advance,1
13292429,5,427,6.20,,advance,1
13292430,5,427,6.20,,advance,1
13292431,5,427,6.20,,advance,1
13292432,5,427,6.20,,advance,1
13292433,5,427,6.20,,advance,1
13292434,5,427,6.20,,advance,1
13292435,5,427,6.20,,advance,1
13292436,5,427,6.20,,advance,1
13292437,5,427,6.20,,retire,0
13292438,5,427,6.20,,advance,1
13292439,5,427,6.20,,advance,1
13292440,5,427,6.20,,advance,1
13292441,5,427,6.20,,advance,1
13292442,5,427,6.20,,advance,1
13292443,5,427,6.20,,retire,0
13292444,5,427,6.20,,advance,1
13292445,5,427,6.20,,advance,1
13292446,5,427,6.20,,advance,1
13292447,5,427,6.20,,advance,1
13292448,5,427,6.20,,advance,1
13292449,5,427,6.20,,advance,1
13292450,5,427,6.20,,advance,1
13292451,5,427,6.20,,advance,1
13292452,5,427,6.20,,advance,1
13292453,5,427,6.20,,advance,1
13292454,5,427,6.20,,advance,1
13292455,5,427,6.20,,advance,1
13292456,5,427,6.20,,advance,1
13292457,5,427,6.20,,advance,1
13292458,5,427,6.20,,advance,1
13292459,5,427,6.20,,advance,1
13292460,5,427,6.20,,retire,0
13292461,5,427,6.20,,advance,1
13292462,5,427,6.20,,advance,1
13292463,5,427,6.20,,advance,1
13292464,5,427,6.20,,advance,1
13292465,5,427,6.20,,advance,1
13292466,5,427,6.20,,advance,1
13292467,5,427,6.20,,advance,1
13292468,5,427,6.20,,advance,1
13292469,5,427,6.20,,advance,1
13292470,5,427,6.20,,advance,1
13292471,5,427,6.20,,advance,1
13292472,5,427,6.20,,advance,1
13292473,5,427,6.20,,advance,1
13292474,5,427,6.20,,advance,1
13292475,5,427,6.20,,advance,1
13292476,5,427,6.20,,advance,1
13292477,5,427,6.20,,advance,1
13292478,5,427,6.20,,advance,1
13292479,5,427,6.20,,advance,1
13292480,5,427,6.20,,retire,0
13292481,5,427,6.20,,retire,0
13292482,5,427,6.20,,advance,1
13292483,5,427,6.20,,advance,1
13292484,5,427,6.20,,advance,1
13292485,5,427,6.20,,advance,1
13292486,5,427,6.20,,advance,1
13292487,5,427,6.20,,advance,1
13292488,5,427,6.20,,advance,1
13292489,5,427,6.20,,advance,1
13292490,5,427,6.20,,advance,1
13292491,5,427,6.20,,retire,0
13292492,5,427,6.20,,advance,1
13292493,5,427,6.20,,retire,0
13292494,5,427,6.20,,retire,0
13292495,5,427,6.20,,advance,1
13292496,5,427,6.20,,advance,1
13292497,5,427,6.20,,advance,1
13292498,5,427,6.20,,advance,1
13292499,5,427,6.20,,retire,0
13292500,5,427,6.20,,advance,1
13292501,5,427,6.20,,retire,0
13292502,5,427,6.20,,retire,0
13292503,5,427,6.20,,retire,0
13292504,5,427,6.20,,advance,1
13292505,5,427,6.20,,advance,1
13292506,5,427,6.20,,advance,1
13292507,5,427,6.20,,advance,1
13292508,5,427,6.20,,advance,1
13292509,5,427,6.20,,advance,1
13292510,5,427,6.20,,advance,1
13292511,5,427,6.20,,advance,1
13292512,5,427,6.20,,advance,1
13292513,5,427,6.20,,retire,0
13292514,5,427,6.20,,retire,0
13292515,5,427,6.20,,retire,0
13292516,5,427,6.20,,advance,1
13292517,5,427,6.20,,advance,1
13292518,5,427,6.20,,advance,1
13292519,5,427,6.20,,advance,1
13292520,5,427,6.20,,advance,1
13292521,5,427,6.20,,advance,1
13292522,5,427,6.20,,advance,1
13292523,5,427,6.20,,advance,1
13292524,5,427,6.20,,advance,1
13292525,5,427,6.20,,advance,1
13292526,5,427,6.20,,advance,1
13292527,5,427,6.20,,retire,0
13292528,5,427,6.20,,retire,0
13292529,5,427,6.20,,advance,1
13292530,5,427,6.20,,retire,0
13292531,5,427,6.20,,retire,0
13292532,5,427,6.20,,advance,1
13292533,5,427,6.20,,advance,1
13292534,5,427,6.20,,advance,1
13292535,5,427,6.20,,advance,1
13292536,5,427,6.20,,retire,0
13292537,5,427,6.20,,advance,1
13292538,5,427,6.20,,advance,1
13292539,5,427,6.20,,retire,0
13292540,5,427,6.20,,retire,0
13292541,5,427,6.20,,retire,0
13292542,5,427,6.20,,advance,1
13292543,5,427,6.20,,advance,1
13292544,5,427,6.20,,advance,1
13292545,5,427,6.20,,advance,1
13292546,5,427,6.20,,advance,1
13292547,5,427,6.20,,advance,1
13292548,5,427,6.20,,advance,1
13292549,5,427,6.20,,advance,1
13292550,5,427,6.20,,advance,1
13292551,5,427,6.20,,advance,1
13292552,5,427,6.20,,advance,1
13292553,5,427,6.20,,advance,1
13292554,5,427,6.20,,advance,1
13292555,5,427,6.20,,advance,1
13292556,5,427,6.20,,advance,1
13292557,5,427,6.20,,advance,1
13292558,5,427,6.20,,advance,1
13292559,5,427,6.20,,retire,0
13292560,5,427,6.20,,retire,0
13292561,5,427,6.20,,advance,1
13292562,5,427,6.20,,retire,0
13292563,5,427,6.20,,retire,0
13292564,5,427,6.20,,advance,1
13292565,5,427,6.20,,retire,0
13292566,5,427,6.20,,advance,1
13292567,5,427,6.20,,advance,1
13292568,5,427,6.20,,advance,1
13292569,5,427,6.20,,retire,0
13292570,5,427,6.20,,advance,1
13292571,5,427,6.20,,advance,1
13292572,5,427,6.20,,advance,1
13292573,5,427,6.20,,advance,1
13292574,5,427,6.20,,advance,1
13292575,5,427,6.20,,advance,1
13292576,5,427,6.20,,advance,1
13292577,5,427,6.20,,advance,1
13292578,5,427,6.20,,advance,1
13292579,5,427,6.20,,advance,1
13292580,5,427,6.20,,advance,1
13292581,5,427,6.20,,advance,1
13292582,5,427,6.20,,advance,1
13292583,5,427,6.20,,advance,1
13292584,5,427,6.20,,advance,1
13292585,5,427,6.20,,advance,1
13292586,5,427,6.20,,advance,1
13292587,5,427,6.20,,advance,1
13292588,5,427,6.20,,advance,1
13292589,5,427,6.20,,retire,0
13292590,5,427,6.20,,retire,0
13292591,5,427,6.20,,advance,1
13292592,5,427,6.20,,advance,1
13292593,5,427,6.20,,advance,1
13292594,5,427,6.20,,advance,1
13292595,5,427,6.20,,advance,1
13292596,5,427,6.20,,advance,1
13292597,5,427,6.20,,advance,1
13292598,5,427,6.20,,advance,1
13292599,5,427,6.20,,advance,1
13292600,5,427,6.20,,advance,1
13292601,5,427,6.20,,retire,0
13292602,5,427,6.20,,retire,0
13292603,5,427,6.20,,retire,0
13292604,5,427,6.20,,advance,1
13292605,5,427,6.20,,advance,1
13292606,5,427,6.20,,retire,0
13292607,5,427,6.20,,advance,1
13292608,5,427,6.20,,retire,0
13292609,5,427,6.20,,retire,0
13292610,5,427,6.20,,advance,1
13292611,5,427,6.20,,advance,1
13292612,5,427,6.20,,advance,1
13292613,5,427,6.20,,advance,1
13292614,5,427,6.20,,advance,1
13292615,5,427,6.20,,advance,1
13292616,6,427,6.20,,advance,1
13292617,5,427,6.20,,advance,1
13292618,5,427,6.20,,advance,1
13292619,5,427,6.20,,advance,1
13292620,5,427,6.20,,advance,1
13292621,5,427,6.20,,advance,1
13292622,5,427,6.20,,advance,1
13292623,5,427,6.20,,advance,1
13292624,5,427,6.20,,retire,0
13292625,5,427,6.20,,advance,1
13292626,5,427,6.20,,retire,0
13292627,5,427,6.20,,retire,0
13292628,5,427,6.20,,advance,1
13292629,5,427,6.20,,advance,1
13292630,5,427,6.20,,advance,1
13292631,5,427,6.20,,advance,1
13292632,5,427,6.20,,advance,1
13292633,5,427,6.20,,advance,1
13292634,5,427,6.20,,advance,1
13292635,5,427,6.20,,retire,0
13292636,5,427,6.20,,retire,0
13292637,5,427,6.20,,advance,1
13292638,5,427,6.20,,advance,1
13292639,5,427,6.20,,advance,1
13292640,5,427,6.20,,advance,1
13292641,5,427,6.20,,retire,0
13292642,5,427,6.20,,retire,0
13292643,5,427,6.20,,advance,1
13292644,5,427,6.20,,advance,1
13292645,5,427,6.20,,advance,1
13292646,6,427,6.20,,advance,1
13292647,5,427,6.20,,advance,1
13292648,5,427,6.20,,retire,0
13292649,5,427,6.20,,advance,1
13292650,5,427,6.20,,advance,1
13292651,5,427,6.20,,advance,1
13292652,6,427,6.20,,retire,0
13292653,5,427,6.20,,advance,1
13292654,5,427,6.20,,advance,1
13292655,5,427,6.20,,advance,1
13292656,5,427,6.20,,advance,1
13292657,5,427,6.20,,advance,1
13292658,5,427,6.20,,advance,1
13292659,5,427,6.20,,advance,1
13292660,5,427,6.20,,advance,1
13292661,5,427,6.20,,advance,1
13292662,5,427,6.20,,advance,1
13292663,5,427,6.20,,advance,1
13292664,5,427,6.20,,advance,1
13292665,5,427,6.20,,advance,1
13292666,5,427,6.20,,advance,1
13292667,5,427,6.20,,advance,1
13292668,5,427,6.20,,advance,1
13292669,5,427,6.20,,advance,1
13292670,5,427,6.20,,advance,1
13292671,5,427,6.20,,advance,1
13292672,5,427,6.20,,advance,1
13292673,5,427,6.20,,advance,1
13292674,5,427,6.20,,retire,0
13292675,5,427,6.20,,retire,0
13292676,5,427,6.20,,retire,0
13292677,5,427,6.20,,retire,0
13292678,5,427,6.20,,advance,1
13292679,5,427,6.20,,retire,0
13292680,5,427,6.20,,retire,0
13292681,5,427,6.20,,retire,0
13292682,6,427,6.20,,retire,0
13292683,5,427,6.20,,advance,1
13292684,5,427,6.20,,retire,0
13292685,5,427,6.20,,advance,1
13292686,5,427,6.20,,advance,1
13292687,5,427,6.20,,retire,0
13292688,5,427,6.20,,advance,1
13292689,5,427,6.20,,advance,1
13292690,5,427,6.20,,retire,0
13292691,5,427,6.20,,retire,0
13292692,5,427,6.20,,retire,0
13292693,5,427,6.20,,advance,1
13292694,5,427,6.20,,advance,1
13292695,5,427,6.20,,advance,1
13292696,5,427,6.20,,advance,1
13292697,5,427,6.20,,advance,1
13292698,5,427,6.20,,advance,1
13292699,5,427,6.20,,advance,1
13292700,5,427,6.20,,advance,1
13292701,5,427,6.20,,advance,1
13292702,5,427,6.20,,advance,1
13292703,5,427,6.20,,advance,1
13292704,5,427,6.20,,advance,1
13292705,5,427,6.20,,advance,1
13292706,5,427,6.20,,advance,1
13292707,5,427,6.20,,advance,1
13292708,5,427,6.20,,advance,1
13292709,5,427,6.20,,advance,1
13292710,5,427,6.20,,advance,1
13292711,5,427,6.20,,advance,1
13292712,5,427,6.20,,advance,1
13292713,5,427,6.20,,advance,1
13292714,5,427,6.20,,advance,1
13292715,5,427,6.20,,advance,1
13292716,5,427,6.20,,advance,1
13292717,5,427,6.20,,advance,1
13292718,5,427,6.20,,advance,1
13292719,5,427,6.20,,advance,1
13292720,5,427,6.20,,advance,1
13292721,5,427,6.20,,advance,1
13292722,5,427,6.20,,advance,1
13292723,5,427,6.20,,advance,1
13292724,5,427,6.20,,advance,1
13292725,5,427,6.20,,advance,1
13292726,5,427,6.20,,advance,1
13292727,5,427,6.20,,advance,1
13292728,5,427,6.20,,advance,1
13292729,5,427,6.20,,advance,1
13292730,5,427,6.20,,advance,1
13292731,5,427,6.20,,advance,1
13292732,5,427,6.20,,advance,1
13292733,6,427,6.20,,advance,1
13292734,5,427,6.20,,advance,1
13292735,5,427,6.20,,advance,1
13292736,5,427,6.20,,advance,1
13292737,5,427,6.20,,advance,1
